dateTime,country,profile,age,gender,referral,pageviews,purchased,purchaseAmount
2014-08-27 14:50,United States,Parent,35-44,NA,Unbranded Search,10,0,0
2014-08-27 19:28,United States,Parent,45-54,NA,Unbranded Search,2,0,0
2014-08-28 00:33,Australia,Parent,55-64,NA,Unbranded Search,12,0,0
2014-08-28 08:26,United States,Parent,18-24,NA,Unbranded Search,12,0,0
2014-08-28 13:11,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-28 17:07,United States,Parent,35-44,NA,Unbranded Search,4,0,0
2014-08-28 19:47,United States,Parent,45-54,NA,Unbranded Search,11,1,59.41
2014-08-28 22:45,Canada,Parent,55-64,NA,Unbranded Search,12,0,0
2014-08-28 23:14,Canada,Parent,18-24,NA,Unbranded Search,7,1,110.54
2014-08-29 12:35,United States,Parent,25-34,NA,Unbranded Search,2,0,0
2014-08-29 13:35,United States,Parent,35-44,NA,Unbranded Search,5,0,0
2014-08-29 13:47,United States,Parent,45-54,NA,Unbranded Search,9,0,0
2014-08-29 16:11,United States,Parent,55-64,NA,Unbranded Search,5,0,0
2014-08-29 19:25,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-08-29 19:57,Colombia,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-29 21:17,United States,Parent,35-44,NA,Unbranded Search,10,0,0
2014-08-29 23:29,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-08-30 10:52,United States,Parent,55-64,NA,Unbranded Search,11,0,0
2014-08-30 13:46,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-08-31 01:11,United States,Parent,25-34,NA,Unbranded Search,11,0,0
2014-08-31 05:04,India,Parent,35-44,NA,Unbranded Search,4,0,0
2014-08-31 21:30,Australia,Parent,45-54,NA,Unbranded Search,9,0,0
2014-08-31 22:38,Australia,Parent,55-64,NA,Unbranded Search,2,0,0
2014-09-01 08:03,United States,Parent,18-24,NA,Unbranded Search,12,1,107.71
2014-09-01 10:14,United Kingdom,Parent,25-34,NA,Unbranded Search,4,0,0
2014-09-01 18:39,United States,Parent,35-44,NA,Unbranded Search,4,0,0
2014-09-02 04:46,United Kingdom,Parent,45-54,NA,Unbranded Search,12,0,0
2014-09-02 16:44,United States,Parent,55-64,NA,Unbranded Search,12,0,0
2014-09-02 18:44,United States,Parent,18-24,NA,Unbranded Search,6,0,0
2014-09-02 20:34,United States,Parent,25-34,NA,Unbranded Search,4,0,0
2014-09-02 21:09,United States,Parent,35-44,NA,Unbranded Search,10,0,0
2014-09-02 22:15,United States,Parent,45-54,NA,Unbranded Search,6,0,0
2014-09-02 22:20,United States,Parent,55-64,NA,Unbranded Search,8,0,0
2014-09-03 11:04,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-09-03 13:55,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-09-03 17:15,United States,Parent,35-44,NA,Unbranded Search,4,0,0
2014-09-03 18:34,United States,Parent,45-54,NA,Unbranded Search,11,0,0
2014-09-04 01:00,United States,Parent,55-64,NA,Unbranded Search,11,1,132.9
2014-09-04 01:30,United States,Parent,18-24,NA,Unbranded Search,6,0,0
2014-09-04 07:04,United States,Parent,25-34,NA,Unbranded Search,11,0,0
2014-09-04 11:50,United States,Parent,35-44,NA,Unbranded Search,4,0,0
2014-09-04 13:59,United States,Parent,45-54,NA,Unbranded Search,11,1,128.63
2014-09-04 14:42,United States,Parent,55-64,NA,Unbranded Search,2,0,0
2014-09-04 18:11,United States,Parent,18-24,NA,Unbranded Search,10,0,0
2014-09-04 20:59,United States,Parent,25-34,NA,Unbranded Search,7,0,0
2014-09-04 21:15,United States,Parent,35-44,NA,Unbranded Search,8,0,0
2014-09-04 22:39,United States,Parent,45-54,NA,Unbranded Search,4,0,0
2014-09-05 09:13,United States,Parent,55-64,NA,Unbranded Search,3,0,0
2014-09-05 10:20,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-09-05 13:18,United States,Parent,25-34,NA,Unbranded Search,8,0,0
2014-09-05 13:56,United States,Parent,35-44,NA,Unbranded Search,5,0,0
2014-09-05 14:09,United States,Parent,45-54,NA,Unbranded Search,4,0,0
2014-09-05 19:38,United States,Parent,55-64,NA,Unbranded Search,2,0,0
2014-09-05 21:52,United States,Parent,18-24,NA,Unbranded Search,2,0,0
2014-09-05 21:58,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-09-06 08:42,Australia,Parent,35-44,NA,Unbranded Search,7,0,0
2014-09-06 09:09,United States,Parent,45-54,NA,Unbranded Search,1,0,0
2014-09-06 09:28,United States,Parent,55-64,NA,Unbranded Search,4,0,0
2014-09-06 10:31,United States,Parent,18-24,NA,Unbranded Search,8,0,0
2014-09-06 14:30,United States,Parent,25-34,NA,Unbranded Search,8,0,0
2014-09-06 16:23,United States,Parent,35-44,NA,Unbranded Search,6,0,0
2014-09-06 20:49,United States,Parent,45-54,NA,Unbranded Search,10,0,0
2014-09-06 21:05,United States,Parent,55-64,NA,Unbranded Search,9,0,0
2014-09-06 21:14,United States,Parent,18-24,NA,Unbranded Search,8,0,0
2014-09-07 03:48,United Kingdom,Parent,25-34,NA,Unbranded Search,4,0,0
2014-09-07 11:06,United States,Parent,35-44,NA,Unbranded Search,12,0,0
2014-09-07 11:07,United States,Parent,45-54,NA,Unbranded Search,1,0,0
2014-09-07 15:10,United States,Parent,55-64,NA,Unbranded Search,9,0,0
2014-09-07 16:46,United States,Parent,18-24,NA,Unbranded Search,3,0,0
2014-09-07 17:03,United States,Parent,25-34,NA,Unbranded Search,4,0,0
2014-09-07 21:35,United States,Parent,35-44,NA,Unbranded Search,10,0,0
2014-09-07 21:45,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-09-07 21:48,United States,Parent,55-64,NA,Unbranded Search,4,0,0
2014-09-07 23:24,United States,Parent,18-24,NA,Unbranded Search,4,0,0
2014-09-08 06:13,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-09-08 08:28,United States,Parent,35-44,NA,Unbranded Search,3,0,0
2014-09-08 09:44,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-09-08 12:12,United States,Parent,55-64,NA,Unbranded Search,3,0,0
2014-09-08 13:47,United States,Parent,18-24,NA,Unbranded Search,7,0,0
2014-09-08 16:14,Canada,Parent,25-34,NA,Unbranded Search,11,0,0
2014-09-08 17:43,United States,Parent,35-44,NA,Unbranded Search,11,0,0
2014-09-08 18:22,United States,Parent,45-54,NA,Unbranded Search,4,0,0
2014-09-08 21:43,United States,Parent,55-64,NA,Unbranded Search,4,0,0
2014-09-08 22:45,United States,Parent,18-24,NA,Unbranded Search,12,0,0
2014-09-08 23:23,United States,Parent,25-34,NA,Unbranded Search,6,0,0
2014-09-09 02:22,United States,Parent,35-44,NA,Unbranded Search,10,0,0
2014-09-09 12:57,United States,Parent,45-54,NA,Unbranded Search,12,0,0
2014-09-09 12:58,United States,Parent,55-64,NA,Unbranded Search,10,0,0
2014-09-09 18:54,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-09-09 20:22,United States,Parent,25-34,NA,Unbranded Search,9,0,0
2014-09-09 22:22,United States,Parent,35-44,NA,Unbranded Search,2,0,0
2014-09-09 22:28,United States,Parent,45-54,NA,Unbranded Search,5,0,0
2014-09-10 01:27,Australia,Parent,55-64,NA,Unbranded Search,3,0,0
2014-09-10 04:23,United Kingdom,Parent,18-24,NA,Unbranded Search,10,0,0
2014-09-10 08:36,United States,Parent,25-34,NA,Unbranded Search,11,0,0
2014-09-10 09:55,United States,Parent,35-44,NA,Unbranded Search,6,0,0
2014-09-10 12:36,United States,Parent,45-54,NA,Unbranded Search,5,0,0
2014-09-10 13:43,United States,Parent,55-64,NA,Unbranded Search,12,0,0
2014-09-10 15:08,United States,Parent,18-24,NA,Unbranded Search,3,0,0
2014-09-10 15:52,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-09-11 01:10,India,Parent,35-44,NA,Unbranded Search,3,0,0
2014-09-11 06:46,India,Parent,45-54,NA,Unbranded Search,8,0,0
2014-09-11 10:05,South Africa,Parent,55-64,NA,Unbranded Search,9,0,0
2014-08-20 08:23,Australia,Patient,18-24,Female,Direct,5,0,0
2014-08-27 12:17,United States,Patient,18-24,Female,Direct,10,0,0
2014-09-05 15:06,United States,Patient,18-24,Female,Social,4,0,0
2014-08-07 15:58,United States,Patient,18-24,Female,Unbranded Search,10,1,85.41
2014-08-16 10:46,United States,Patient,18-24,Female,Unbranded Search,7,0,0
2014-07-25 17:05,United States,Patient,25-34,Female,Unbranded Search,11,0,0
2014-09-01 15:15,United States,Patient,25-34,Female,Unbranded Search,6,0,0
2014-09-05 11:42,United States,Patient,25-34,Female,Unbranded Search,5,0,0
2014-08-25 10:42,United States,Patient,45-54,Female,Unbranded Search,9,0,0
2014-08-19 16:40,United States,Patient,55-64,Female,Unbranded Search,3,0,0
2014-08-01 15:12,United Kingdom,Patient,Less than 18,Female,Unbranded Search,5,0,0
2014-08-20 23:48,United States,Patient,Less than 18,Female,Unbranded Search,8,1,147.84
2014-08-22 00:33,United States,Patient,Less than 18,Female,Unbranded Search,5,0,0
2014-08-26 01:38,United States,Patient,Less than 18,Male,Unbranded Search,12,0,0
2014-08-30 22:46,United States,Patient,18-24,Female,Direct,10,0,0
2014-07-26 01:50,United States,Patient,18-24,Female,Social,11,0,0
2014-09-07 05:01,United States,Patient,18-24,Female,Unbranded Search,5,0,0
2014-08-04 10:20,Denmark,Patient,Less than 18,Female,Direct,4,0,0
2014-08-28 01:08,United States,Patient,Less than 18,Female,Direct,4,0,0
2014-09-06 12:45,United Kingdom,Patient,Less than 18,Female,Unbranded Search,10,0,0
2014-08-15 14:35,United States,Patient,55-64,NA,Direct,5,0,0
2014-08-16 07:28,South Africa,Patient,18-24,NA,Direct,10,1,98.91
2014-08-28 01:04,United States,Patient,25-34,NA,Direct,12,0,0
2014-08-29 22:14,United States,Patient,35-44,NA,Direct,11,0,0
2014-09-08 08:30,United States,Patient,45-54,NA,Direct,2,0,0
2014-09-08 11:38,United States,Patient,55-64,NA,Direct,4,0,0
2014-07-26 21:55,United States,Patient,25-34,NA,Referred,12,0,0
2014-07-30 03:32,Canada,Patient,35-44,NA,Referred,4,0,0
2014-08-19 20:28,Australia,Patient,45-54,NA,Referred,3,0,0
2014-08-21 02:16,United States,Patient,55-64,NA,Referred,1,0,0
2014-08-25 12:15,United States,Patient,18-24,NA,Referred,11,0,0
2014-08-26 16:42,United Kingdom,Patient,25-34,NA,Referred,1,0,0
2014-09-10 22:02,United States,Patient,35-44,NA,Referred,12,0,0
2014-09-05 03:49,United States,Patient,35-44,NA,Social,3,0,0
2014-07-30 13:42,South Africa,Patient,18-24,NA,Unbranded Search,2,0,0
2014-07-31 23:05,United States,Patient,25-34,NA,Unbranded Search,11,0,0
2014-08-02 02:05,United States,Patient,35-44,NA,Unbranded Search,3,0,0
2014-08-02 03:35,United States,Patient,45-54,NA,Unbranded Search,11,0,0
2014-08-04 16:53,United States,Patient,55-64,NA,Unbranded Search,4,0,0
2014-08-05 10:33,United States,Patient,18-24,NA,Unbranded Search,4,0,0
2014-08-14 08:34,United States,Patient,25-34,NA,Unbranded Search,3,0,0
2014-08-16 23:27,United States,Patient,35-44,NA,Unbranded Search,6,0,0
2014-08-23 08:16,United States,Patient,45-54,NA,Unbranded Search,10,0,0
2014-08-23 22:10,United States,Patient,55-64,NA,Unbranded Search,2,0,0
2014-08-26 09:29,United States,Patient,18-24,NA,Unbranded Search,12,0,0
2014-08-27 16:40,United States,Patient,25-34,NA,Unbranded Search,3,0,0
2014-08-30 14:21,United States,Patient,35-44,NA,Unbranded Search,4,0,0
2014-08-30 19:45,United States,Patient,45-54,NA,Unbranded Search,12,0,0
2014-08-30 23:42,United States,Patient,55-64,NA,Unbranded Search,8,0,0
2014-09-01 17:23,Poland,Patient,18-24,NA,Unbranded Search,1,0,0
2014-09-01 20:55,United States,Patient,25-34,NA,Unbranded Search,12,0,0
2014-09-11 03:04,United States,Patient,35-44,NA,Unbranded Search,7,0,0
2014-09-01 19:39,United States,Relative,18-24,Female,Direct,3,0,0
2014-09-05 16:19,United States,Relative,18-24,Female,Unbranded Search,3,0,0
2014-08-27 14:04,United States,Relative,25-34,Female,Referred,12,0,0
2014-08-21 14:55,United States,Relative,25-34,Female,Unbranded Search,7,0,0
2014-09-11 11:33,United States,Relative,25-34,Female,Unbranded Search,12,0,0
2014-07-28 21:27,United States,Relative,35-44,Female,Direct,6,1,119.03
2014-08-06 21:13,United States,Relative,45-54,Female,Branded Search,11,0,0
2014-09-10 11:20,United States,Relative,45-54,Female,Direct,7,0,0
2014-08-03 06:20,United States,Relative,45-54,Female,Unbranded Search,10,0,0
2014-08-06 06:29,United Kingdom,Relative,45-54,Female,Unbranded Search,2,0,0
2014-08-15 04:33,United States,Relative,45-54,Female,Unbranded Search,12,0,0
2014-08-15 22:13,United States,Relative,45-54,Female,Unbranded Search,6,0,0
2014-08-24 21:28,United States,Relative,45-54,Female,Unbranded Search,3,0,0
2014-08-26 01:53,United States,Relative,45-54,Female,Unbranded Search,11,1,113.93
2014-09-07 20:41,United States,Relative,45-54,Female,Unbranded Search,2,0,0
2014-08-01 12:53,United States,Relative,55-64,Female,Direct,10,0,0
2014-08-16 17:09,United States,Relative,55-64,Female,Direct,3,0,0
2014-08-18 08:35,Canada,Relative,55-64,Female,Direct,10,0,0
2014-08-28 11:01,United States,Relative,55-64,Female,Direct,10,0,0
2014-09-02 21:37,United States,Relative,55-64,Female,Direct,4,0,0
2014-07-29 14:57,United States,Relative,55-64,Female,Referred,5,0,0
2014-07-30 16:14,United States,Relative,55-64,Female,Self Referred,11,1,46.99
2014-08-02 17:35,United Kingdom,Relative,55-64,Female,Social,4,0,0
2014-08-11 17:36,South Africa,Relative,55-64,Female,Unbranded Search,6,0,0
2014-08-18 19:41,United States,Relative,55-64,Female,Unbranded Search,1,0,0
2014-08-23 08:53,United Kingdom,Relative,55-64,Female,Unbranded Search,7,0,0
2014-08-28 23:10,United States,Relative,55-64,Female,Unbranded Search,12,1,125.31
2014-08-28 17:13,United States,Relative,65 or older,Female,Direct,6,0,0
2014-09-02 23:33,United States,Relative,65 or older,Female,Direct,7,0,0
2014-09-10 14:52,United States,Relative,65 or older,Female,Direct,10,0,0
2014-08-12 14:18,United Kingdom,Relative,65 or older,Female,Referred,3,0,0
2014-08-21 15:40,United States,Relative,65 or older,Female,Referred,4,0,0
2014-08-08 23:26,United States,Relative,65 or older,Female,Unbranded Search,1,0,0
2014-08-15 16:38,United States,Relative,65 or older,Female,Unbranded Search,8,0,0
2014-07-29 14:48,United States,Relative,Less than 18,Female,Direct,12,0,0
2014-08-16 11:18,United States,Relative,Less than 18,Female,Direct,8,0,0
2014-08-09 00:44,United States,Relative,55-64,Male,Direct,11,0,0
2014-07-28 19:13,United States,Relative,Less than 18,Male,Unbranded Search,9,0,0
2014-09-02 21:19,United States,Relative,Less than 18,Male,Unbranded Search,6,0,0
2014-09-08 18:12,Netherlands,Relative,18-24,Female,Unbranded Search,3,0,0
2014-08-04 08:33,United States,Relative,35-44,NA,Branded Search,10,1,76.98
2014-08-10 18:27,United States,Relative,45-54,NA,Branded Search,12,0,0
2014-08-24 00:28,United States,Relative,55-64,NA,Branded Search,12,0,0
2014-07-29 15:05,United States,Relative,18-24,NA,Direct,8,0,0
2014-07-30 06:33,United States,Relative,25-34,NA,Direct,6,0,0
2014-07-30 08:45,United States,Relative,35-44,NA,Direct,4,0,0
2014-07-31 09:09,United States,Relative,45-54,NA,Direct,4,0,0
2014-08-05 19:52,United States,Relative,55-64,NA,Direct,11,1,146.11
2014-08-10 19:37,United States,Relative,18-24,NA,Direct,11,0,0
2014-08-12 15:52,United States,Relative,25-34,NA,Direct,7,0,0
2014-08-19 20:03,United States,Relative,35-44,NA,Direct,10,0,0
2014-08-25 02:16,United States,Relative,45-54,NA,Direct,11,0,0
2014-08-25 14:26,United States,Relative,55-64,NA,Direct,2,0,0
2014-08-25 15:22,United States,Relative,18-24,NA,Direct,9,0,0
2014-09-01 04:35,United States,Relative,25-34,NA,Direct,12,0,0
2014-09-02 11:32,United States,Relative,35-44,NA,Direct,4,0,0
2014-09-02 17:17,United States,Relative,45-54,NA,Direct,8,0,0
2014-09-10 10:08,Israel,Relative,55-64,NA,Direct,1,0,0
2014-09-11 00:16,United States,Relative,18-24,NA,Direct,4,0,0
2014-08-01 18:44,United States,Relative,45-54,NA,Referred,11,0,0
2014-08-02 12:46,United States,Relative,55-64,NA,Referred,11,0,0
2014-08-02 17:11,United States,Relative,18-24,NA,Referred,10,1,97.93
2014-08-07 13:39,United States,Relative,25-34,NA,Referred,11,0,0
2014-08-13 12:42,United States,Relative,35-44,NA,Referred,6,0,0
2014-08-14 12:30,United States,Relative,45-54,NA,Referred,3,0,0
2014-08-24 19:51,United States,Relative,55-64,NA,Referred,3,0,0
2014-08-30 19:15,United States,Relative,18-24,NA,Referred,10,0,0
2014-09-10 14:18,United States,Relative,25-34,NA,Referred,4,0,0
2014-09-11 08:55,United States,Relative,35-44,NA,Referred,6,0,0
2014-08-06 13:04,United States,Relative,35-44,NA,Self Referred,7,0,0
2014-08-31 17:29,United States,Relative,45-54,NA,Self Referred,6,0,0
2014-08-03 17:16,United States,Relative,45-54,NA,Social,5,0,0
2014-07-26 20:27,United States,Relative,45-54,NA,Unbranded Search,1,0,0
2014-07-28 13:13,United States,Relative,55-64,NA,Unbranded Search,5,0,0
2014-07-30 02:52,Israel,Relative,18-24,NA,Unbranded Search,10,0,0
2014-08-02 19:26,United States,Relative,25-34,NA,Unbranded Search,5,0,0
2014-08-05 09:42,India,Relative,35-44,NA,Unbranded Search,2,0,0
2014-08-05 11:32,United States,Relative,45-54,NA,Unbranded Search,12,0,0
2014-08-05 11:34,United States,Relative,55-64,NA,Unbranded Search,10,0,0
2014-08-06 06:15,United Kingdom,Relative,18-24,NA,Unbranded Search,1,0,0
2014-08-09 10:13,United States,Relative,25-34,NA,Unbranded Search,11,0,0
2014-08-10 01:18,Australia,Relative,35-44,NA,Unbranded Search,2,0,0
2014-08-10 10:10,United States,Relative,45-54,NA,Unbranded Search,10,1,128.21
2014-08-11 21:03,United States,Relative,55-64,NA,Unbranded Search,12,0,0
2014-08-16 03:21,United States,Relative,18-24,NA,Unbranded Search,11,0,0
2014-08-16 17:44,United States,Relative,25-34,NA,Unbranded Search,3,0,0
2014-08-17 09:40,United Kingdom,Relative,35-44,NA,Unbranded Search,4,0,0
2014-08-18 19:24,United States,Relative,45-54,NA,Unbranded Search,4,0,0
2014-08-19 09:02,United States,Relative,55-64,NA,Unbranded Search,5,0,0
2014-08-19 18:42,United States,Relative,18-24,NA,Unbranded Search,2,0,0
2014-08-22 11:37,United Kingdom,Relative,25-34,NA,Unbranded Search,3,0,0
2014-08-24 21:11,United States,Relative,35-44,NA,Unbranded Search,12,1,92.16
2014-08-25 19:03,United States,Relative,45-54,NA,Unbranded Search,12,0,0
2014-08-27 04:55,Turkey,Relative,55-64,NA,Unbranded Search,2,0,0
2014-08-27 20:19,United States,Relative,18-24,NA,Unbranded Search,1,0,0
2014-08-27 21:07,United States,Relative,25-34,NA,Unbranded Search,8,0,0
2014-08-27 22:56,United States,Relative,35-44,NA,Unbranded Search,4,0,0
2014-08-28 14:35,United States,Relative,45-54,NA,Unbranded Search,11,0,0
2014-08-30 04:03,United Kingdom,Relative,55-64,NA,Unbranded Search,2,0,0
2014-08-30 12:02,United States,Relative,18-24,NA,Unbranded Search,5,0,0
2014-09-03 13:23,United States,Relative,25-34,NA,Unbranded Search,4,0,0
2014-09-04 11:30,United States,Relative,35-44,NA,Unbranded Search,10,0,0
2014-09-06 14:49,United Kingdom,Relative,45-54,NA,Unbranded Search,7,0,0
2014-09-06 18:40,United States,Relative,55-64,NA,Unbranded Search,1,0,0
2014-09-09 16:30,United States,Relative,18-24,NA,Unbranded Search,8,0,0
2014-09-09 18:27,Saudi Arabia,Relative,25-34,NA,Unbranded Search,6,0,0
2014-09-09 18:51,United States,Relative,35-44,NA,Unbranded Search,2,0,0
2014-08-13 16:50,United States,Teacher,18-24,Female,Branded Search,5,1,110.78
2014-07-30 19:13,United States,Teacher,18-24,Female,Direct,8,0,0
2014-08-08 17:28,United States,Teacher,18-24,Female,Unbranded Search,3,0,0
2014-09-04 11:37,United States,Teacher,18-24,Female,Unbranded Search,6,0,0
2014-08-05 15:40,United States,Teacher,25-34,Female,Branded Search,7,0,0
2014-09-02 20:10,United States,Teacher,25-34,Female,Branded Search,12,0,0
2014-09-03 14:19,United States,Teacher,25-34,Female,Branded Search,5,0,0
2014-07-30 12:20,United States,Teacher,25-34,Female,Direct,7,0,0
2014-08-13 15:59,United States,Teacher,25-34,Female,Direct,8,0,0
2014-08-13 08:38,United States,Teacher,25-34,Female,Referred,1,0,0
2014-09-08 15:05,United States,Teacher,25-34,Female,Referred,5,0,0
2014-09-03 21:11,United States,Teacher,25-34,Female,Social,2,0,0
2014-08-12 00:06,United States,Teacher,25-34,Female,Unbranded Search,10,0,0
2014-08-21 13:31,United States,Teacher,25-34,Female,Unbranded Search,1,0,0
2014-08-30 22:39,United States,Teacher,25-34,Female,Unbranded Search,10,0,0
2014-09-09 15:20,United States,Teacher,25-34,Female,Unbranded Search,3,0,0
2014-07-28 11:19,United States,Teacher,35-44,Female,Direct,4,1,115.51
2014-09-04 10:21,United States,Teacher,35-44,Female,Self Referred,9,0,0
2014-07-27 08:47,United States,Teacher,35-44,Female,Social,10,0,0
2014-07-30 22:29,United States,Teacher,35-44,Female,Social,3,0,0
2014-07-29 15:28,United States,Teacher,35-44,Female,Unbranded Search,10,1,88.75
2014-08-07 23:06,United States,Teacher,35-44,Female,Unbranded Search,7,0,0
2014-08-13 14:01,United States,Teacher,35-44,Female,Unbranded Search,7,0,0
2014-08-18 15:04,United States,Teacher,35-44,Female,Unbranded Search,8,0,0
2014-08-26 18:11,United States,Teacher,35-44,Female,Unbranded Search,6,0,0
2014-09-04 23:03,Canada,Teacher,35-44,Female,Unbranded Search,3,0,0
2014-09-09 05:59,United States,Teacher,35-44,Female,Unbranded Search,2,0,0
2014-09-09 11:14,United States,Teacher,35-44,Female,Unbranded Search,11,1,76.74
2014-09-10 15:21,United States,Teacher,35-44,Female,Unbranded Search,10,0,0
2014-08-07 19:54,United States,Teacher,45-54,Female,Branded Search,3,0,0
2014-07-30 10:38,United States,Teacher,45-54,Female,Direct,1,0,0
2014-07-30 11:05,United States,Teacher,45-54,Female,Direct,3,0,0
2014-08-13 07:52,United States,Teacher,45-54,Female,Direct,3,0,0
2014-08-13 13:59,United States,Teacher,45-54,Female,Direct,11,0,0
2014-08-25 12:49,United States,Teacher,45-54,Female,Direct,3,0,0
2014-09-02 22:12,United States,Teacher,45-54,Female,Direct,3,0,0
2014-09-10 14:05,United States,Teacher,45-54,Female,Direct,4,0,0
2014-07-26 11:51,United States,Teacher,45-54,Female,Referred,10,0,0
2014-07-30 14:40,United States,Teacher,45-54,Female,Referred,2,0,0
2014-08-11 19:39,United States,Teacher,45-54,Female,Referred,5,0,0
2014-08-25 14:39,United States,Teacher,45-54,Female,Self Referred,2,0,0
2014-07-27 08:50,Australia,Teacher,45-54,Female,Social,10,1,99.48
2014-07-30 08:01,Australia,Teacher,45-54,Female,Social,12,0,0
2014-08-21 10:12,United States,Teacher,45-54,Female,Social,11,0,0
2014-09-08 20:40,Canada,Teacher,45-54,Female,Social,3,0,0
2014-08-01 21:52,United States,Teacher,45-54,Female,Unbranded Search,12,1,117.87
2014-08-04 07:47,Canada,Teacher,45-54,Female,Unbranded Search,9,0,0
2014-08-05 16:51,United States,Teacher,45-54,Female,Unbranded Search,4,0,0
2014-08-05 17:12,United States,Teacher,45-54,Female,Unbranded Search,3,0,0
2014-08-08 20:03,Australia,Teacher,45-54,Female,Unbranded Search,1,0,0
2014-08-09 14:07,United Arab Emirates,Teacher,45-54,Female,Unbranded Search,9,0,0
2014-08-14 21:12,United States,Teacher,45-54,Female,Unbranded Search,9,0,0
2014-08-20 21:46,United States,Teacher,45-54,Female,Unbranded Search,12,0,0
2014-08-28 12:05,United States,Teacher,45-54,Female,Unbranded Search,12,1,128.01
2014-08-29 12:58,South Africa,Teacher,45-54,Female,Unbranded Search,3,0,0
2014-09-02 11:31,United States,Teacher,45-54,Female,Unbranded Search,9,0,0
2014-09-03 06:38,United States,Teacher,45-54,Female,Unbranded Search,4,0,0
2014-09-04 11:38,United States,Teacher,45-54,Female,Unbranded Search,8,0,0
2014-09-08 10:45,United States,Teacher,45-54,Female,Unbranded Search,12,0,0
2014-09-09 15:57,United States,Teacher,45-54,Female,Unbranded Search,5,0,0
2014-09-10 11:32,United States,Teacher,45-54,Female,Unbranded Search,5,0,0
2014-08-13 14:07,United States,Teacher,55-64,Female,Branded Search,10,0,0
2014-07-29 22:48,United States,Teacher,55-64,Female,Direct,1,0,0
2014-07-29 22:53,United States,Teacher,55-64,Female,Direct,12,0,0
2014-07-30 07:30,Australia,Teacher,55-64,Female,Direct,7,0,0
2014-08-20 16:12,United States,Teacher,55-64,Female,Direct,10,0,0
2014-09-11 09:11,United States,Teacher,55-64,Female,Direct,2,0,0
2014-09-02 10:27,United States,Teacher,55-64,Female,Email,3,0,0
2014-07-26 00:27,United States,Teacher,55-64,Female,Referred,3,0,0
2014-08-09 08:23,United States,Teacher,55-64,Female,Social,3,0,0
2014-08-31 21:56,United States,Teacher,55-64,Female,Social,3,0,0
2014-07-30 11:15,United States,Teacher,55-64,Female,Unbranded Search,3,0,0
2014-08-08 22:18,United States,Teacher,55-64,Female,Unbranded Search,4,0,0
2014-08-13 09:01,United States,Teacher,55-64,Female,Unbranded Search,10,0,0
2014-08-18 16:46,United States,Teacher,55-64,Female,Unbranded Search,12,0,0
2014-08-18 17:08,United States,Teacher,55-64,Female,Unbranded Search,9,0,0
2014-09-02 10:37,United States,Teacher,55-64,Female,Unbranded Search,9,1,71.02
2014-08-06 08:17,United States,Teacher,45-54,Male,Social,10,0,0
2014-09-08 14:42,United States,Teacher,45-54,Male,Unbranded Search,9,1,88.12
2014-08-13 13:21,United States,Teacher,55-64,Male,Unbranded Search,9,0,0
2014-08-03 19:11,United States,Teacher,18-24,NA,Branded Search,10,0,0
2014-08-29 17:24,United States,Teacher,25-34,NA,Branded Search,7,0,0
2014-09-05 15:10,United States,Teacher,35-44,NA,Branded Search,6,0,0
2014-09-10 11:29,United States,Teacher,45-54,NA,Branded Search,11,1,131.5
2014-07-27 21:46,United States,Teacher,25-34,NA,Direct,4,0,0
2014-07-29 19:21,United States,Teacher,35-44,NA,Direct,4,0,0
2014-07-30 10:27,United States,Teacher,45-54,NA,Direct,2,0,0
2014-07-30 13:50,United States,Teacher,55-64,NA,Direct,10,0,0
2014-08-04 20:25,United States,Teacher,18-24,NA,Direct,3,0,0
2014-08-04 22:08,Australia,Teacher,25-34,NA,Direct,8,1,81.1
2014-08-05 11:52,United States,Teacher,35-44,NA,Direct,6,0,0
2014-08-09 13:33,Ukraine,Teacher,45-54,NA,Direct,10,0,0
2014-08-13 12:52,United States,Teacher,55-64,NA,Direct,12,0,0
2014-08-13 14:12,United States,Teacher,18-24,NA,Direct,11,0,0
2014-08-13 21:30,Canada,Teacher,25-34,NA,Direct,12,0,0
2014-08-19 12:18,United States,Teacher,35-44,NA,Direct,6,0,0
2014-08-23 01:53,United States,Teacher,45-54,NA,Direct,12,0,0
2014-08-25 13:39,United States,Teacher,55-64,NA,Direct,5,0,0
2014-08-25 15:56,United States,Teacher,18-24,NA,Direct,4,0,0
2014-08-29 23:42,United States,Teacher,25-34,NA,Direct,7,0,0
2014-09-02 09:39,United States,Teacher,35-44,NA,Direct,3,0,0
